no;isocode;flfp2000;female_ownership;women_politics;plow;agricultural_suitability;tropical_climate;large_animals;political_hierarchies;economic_complexity;ln_income;ln_income_squared;year_obs;plow_aborigenal;hunting;husbandry;terrain_slope;soil_depth;avg_temperature;avg_precipitation;country;communist_dummy;continent;rugged;european_descent;cath00;prot00;othchrist00;muslim00;hindu00;trade_GDP;years_civil_conflict;years_interstate_conflict;agr_va_gdp2000;man_va_gdp2000;serv_va_gdp2000;polity2_2000;plow_negative_crops;plow_positive_crops;region;intensity_agriculture;abs_inherit;matrilocal;patrilocal;nuclear_fam;extended_fam;oil_pc;terrslope2;soil2;avg_temp2;avg_precip2;slope_soil;slope_temp;slope_precip;soil_temp;soil_precip;temp_precip;centered_ln_inc;centered_ln_incsq
99;IRQ;12.6;6.8;35;0.994616151;0.038587556;1;1;3.859570026;6.427743435;NA;NA;-1446.935425;0.994616151;0.025403788;0.230227977;6.074940171;0.836752477;22.30283206;7.745309589;Iraq;0;Asia;0.670361998;0;0.012;0;0.015;0.959999979;0;131.4400024;16;14;5.36;0.91;10.26;-9;0.126326233;0.695471764;Asia;0.994616151;5.81E-05;0;0.140372187;0.999942243;0;0.113901362;36.9048996;0.700154722;497.4163208;59.98982239;5.083221436;135.4883728;47.05229187;18.66194916;6.480906963;172.7423401;NA;NA
100;ISL;75.6;NA;35;0;0;0;1;3;7;10.33216858;106.7537079;1100;0;0.200000003;0.400000006;18.19635891;0.515933232;1.647435904;76.76473999;Iceland;0;Europe;1.472476883;NA;0.01;0.890999973;0.07;0;0.001;51.63000107;0;0;8.58;13.94;65.37;NA;NA;NA;Europe;0;0;0;1;0;1;0;331.1074829;0.266187102;2.714045048;5892.825195;9.388106346;29.97733498;1396.838745;0.849966943;39.60548019;126.4649887;2.761568259;7.62625925
101;ISR;49.3;NA;5;0.999934614;0.209043265;0.997640153;1;3.032300234;6.998707294;9.818113327;96.3953476;304.6499939;0.999934614;0.129768476;0.300222456;19.89979713;0.631160226;18.67532835;18.69802696;Israel;0;Asia;1.705330823;30.69845963;0.027000001;0.004;0.017999999;0.119999997;0;55.38000107;1;8;NA;NA;NA;10;0.227922782;0.917962313;Asia;0.999934614;6.56E-05;0;1;0.363710821;0.636223793;0;396.0019226;0.398363233;348.7678833;349.6162109;12.55996037;371.6352539;372.0869446;11.78712463;11.80145073;349.191803;2.247513007;5.051314717
102;ITA;35.3;NA;6;1;0.590314285;0.974332727;1;4.741449356;7.23783493;9.866254807;97.34298706;1256.615601;1;0.025;0.179806858;24.74249109;0.496086097;14.1690786;69.57008836;Italy;0;Europe;2.457955223;99.80000305;0.797999978;0.007;0.014;0.012;0;43.68000031;13;33;2.8;20.96;68.78;10;0.374947131;0.962369025;Europe;1;0;0;0.010069843;0.985776186;0.014223809;0.001524591;612.1908569;0.246101409;200.7627869;4839.99707;12.27440548;350.5783081;1721.33728;7.029082775;34.51275253;985.7440796;2.295654487;5.270029522
103;JAM;59.4;38.2;12;0;0.829846583;1;1;4;7;8.039176941;64.62836456;1950;0;0.025;0.100000001;4.821624924;0.89267946;26.35104179;96.39250183;Jamaica;0;North America;1.78792763;8;0.043000001;0.289000005;0.508000016;0.001;0.012;51.40000153;0;0;7.04;10.6;67.43;9;0.631516516;0;North America;0;0;0;1;0;1;0;23.24806786;0.796876609;694.3773804;9291.514648;4.304165363;127.0548401;464.7684937;23.52303314;86.04760742;2540.042725;0.468576621;0.21956405
104;JOR;21.6;13.1;NA;0.985097468;0.13853919;0.998582051;1;3.486043215;6.909065723;7.475059509;55.87651443;1946.037598;0.985097468;0.026450956;0.307602614;17.45708175;0.432779235;20.86747313;9.554809717;Jordan;0;Asia;1.096743721;1;0.007;0.003;0.012;0.935000002;0;76.75;1;3;2.35;15.66;72.11;-2;0.162458554;0.907349885;Asia;0.985097468;0.014902543;0;0.999994099;0.479865819;0.505231619;0;304.7496948;0.187297866;435.4514465;91.29438782;7.555062294;364.2851868;166.7990875;9.03100872;4.135123253;199.3847351;-0.095540811;0.009128047
105;JPN;49.2;NA;5;1;0.264882059;0.287735703;1;4.985706329;7.992853165;10.50913239;110.441864;1950;1;0.025;0.100714676;31.25429938;0.643772013;12.64681997;176.089381;Japan;0;Asia;2.132432075;0;0.004;0.006;0.028000001;0.001;0;18.39999962;8;25;1.77;22.19;65.82;10;0.264342725;0.915998995;Asia;1;0;0;1;0;1;0;976.8312378;0.41444239;159.9420624;31007.4707;20.12064362;395.2674866;5503.550293;8.14166832;113.361412;2226.970703;2.938532065;8.634970699
106;KAZ;64.7;34.4;10;0.323892236;0.875075956;0;1;4.323750496;3.619418859;7.113959312;50.60841751;1903.943604;0.323892236;0.075996868;0.636377454;6.02737162;0.878731843;3.545715192;22.3593671;Kazakhstan;1;Asia;0.372478021;41.90000153;0.030999999;0.002;0.046999998;0.426999986;0;75.73000336;0;0;8.69;17.66;50.85;-4;0.374947965;0.747495711;Asia;0.32005915;0.9996171;0;0.680306137;0.319693893;0.680306137;0.049491044;36.32920837;0.77216965;12.57209587;499.9412842;5.296443462;21.37134361;134.768219;3.115732908;19.64788818;79.27994537;-0.456641008;0.20852101
107;KEN;75.2;37.1;4;0.033605676;0.757065758;1;0.832821846;1.613740683;4.718740463;6.025857449;36.31095886;1926.845215;0.026779039;0.151579186;0.281081498;14.55741779;0.821981793;20.59709945;75.67068369;Kenya;0;Africa;0.669069943;0;0.221000001;0.294999987;0.254999995;0.072999999;0.008;38.13000107;0;0;32.36;11.62;50.72;-2;0.578828871;0.282005191;Sub-Saharan Africa;0.532591939;0.008393563;0;0.998291194;0.206837386;0.324343234;0;211.9184113;0.675654054;424.240509;5726.052246;11.96593285;299.8405762;1101.569702;16.9304409;62.19992447;1558.596558;-1.544742871;2.386230539
108;KGZ;56.2;60.4;1;0.048821338;0.789244219;0.007758136;1;4.025230408;2.21265173;5.62998867;31.69677162;1888.168823;0.048821338;0.096387565;0.771024287;6.155595179;0.823729862;3.481215046;16.47587779;Kyrgyz Republic;1;Asia;4.287271003;14.99999905;0;0.006;0.02;0.60799998;0;77.31999969;0;0;36.75;19.46;31.86;-3;0.34874016;0.596232772;Asia;0.040407714;0.967642188;0;0.983757496;0.016242487;0.983757496;0;37.89135361;0.678530872;12.11885834;271.4545593;5.070547581;21.42895126;101.4188309;2.867580891;13.57167244;57.35607529;-1.94061165;3.765973575
109;KHM;75.4;NA;8;0.963737726;0.069921861;1;1;3.799329281;6.798585892;5.662419796;32.06299973;1949.619995;0.963737726;0.025074279;0.103527188;8.413529622;0.842482598;26.32234153;163.655602;Cambodia;1;Asia;0.540180772;0;0.002;0.002;0.007;0.023;0.003;88.84999847;13;11;37.84;16.87;39.13;2;0.531246364;0.000585096;Asia;0.963737726;0;0.130870149;0;0.90440172;0.09559828;0;70.78748322;0.709776938;692.8656616;26783.15625;7.088252068;221.4638062;1376.921265;22.17611504;137.8769989;4307.798828;-1.908180524;3.641152912
110;KIR;NA;NA;5;0;NA;NA;1;2;8;6.292418003;39.59452438;1890;0;0.100000001;0.100000001;NA;NA;NA;NA;Kiribati;0;Oceania;0.009512811;NA;0.486000001;0.409000009;0.050000001;0;0;63.86999893;0;0;22.49;4.99;65.68;NA;NA;NA;Oceania;0;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.278182317;1.633750035
111;KNA;NA;57.8;13;0;0.829846583;1;1;4;7;8.913763046;79.45516968;1950;0;0.025;0.100000001;4.821624924;0.89267946;26.35104179;96.39250183;St. Kitts and Nevis;0;North America;0.006456274;NA;0.116999999;0.76700002;0.048;0.003;0.015;70.19999695;0;0;2.74;10.4;68.48;NA;0.631516516;0;North America;0;0;0;1;0;1;0;23.24806786;0.796876609;694.3773804;9291.514648;4.304165363;127.0548401;464.7684937;23.52303314;86.04760742;2540.042725;1.343162726;1.804086109
112;KOR;48.9;19.1;4;1;0.441717791;0.037037037;1;3;7;9.295090675;86.39871216;1950;1;0.025;0.200000003;25.16609589;0.483033932;12.18437481;87.3666687;Korea, Rep.;0;Asia;1.959570086;0;0.068999998;0.167999998;0.180000007;0.002;0;62.38000107;1;13;4.63;28.26;57.31;8;0.268937141;0.800458014;Asia;1;0;0;1;0;1;0;633.3323975;0.233321786;148.4589844;7632.93457;12.15607834;306.6331482;2198.677979;5.885466576;42.20106506;1064.508179;1.724490355;2.973866986
113;KWT;44.3;NA;0;0.995362878;0.118337086;1;1;3.990725756;6.972177505;9.753992081;95.14035797;-1981.82251;0.995362878;0.025347782;0.202782258;6.061576661;0.861300653;22.28891195;8.047029181;Kuwait;0;Asia;0.245355265;0;0.089000002;0.001;0.034000002;0.829999983;0.029999999;70.5;0;2;0.36;2.58;40.48;-7;0.116864711;0.847049117;Asia;0.995362878;0.004637103;0;0.004637103;0.995362878;0;1.066087246;36.74271011;0.741838813;496.7955933;64.75467682;5.220839977;135.1059418;48.77768326;19.19745445;6.930911541;179.3595276;2.183391761;4.767199581
114;LAO;79.5;39.4;21;0.594233513;0.206441179;0.999877305;1;3.448478937;6.416276455;5.804320812;33.69013977;1940.20813;0.594233513;0.062363088;0.139539033;17.60203912;0.628156502;24.39579346;146.1190647;Lao PDR;1;Asia;2.553460474;0;0.006;0.006;0.008;0.004;0.001;49.84999847;13;6;52.55;17;24.57;-7;0.524065375;0.088007279;Asia;0.684990108;0.179627568;0.141862005;0.271206468;0.992698014;0.007301988;0;309.8317871;0.394580603;595.1547241;21350.78125;11.05683517;429.4157104;2571.993408;15.32437611;91.7856369;3564.69043;-1.766279508;3.1197433
115;LBN;20;33.5;2;0.999944925;0.786651542;0.972464466;1;2.99998951;6.976830482;8.402755737;70.60630035;1941.933838;0.999944925;0.025513692;0.399726391;24.74449073;0.735735993;15.39699338;49.07886214;Lebanon;0;Asia;4.197076537;0.5;0.372999996;0.004;0.028999999;0.423999995;0;40.24000168;7;1;7.11;13.01;70.13;NA;0.433705866;0.985408783;Asia;0.999944925;0.00631588;0;1;0.005709766;0.994235158;0;612.2897949;0.541307449;237.0673981;2408.734619;18.20541191;380.9907532;1214.431396;11.32812214;36.10908508;755.6669312;0.832155417;0.692482639
116;LBR;66;53;NA;0.125264496;0.119890226;0.874735505;1;2.27329731;7.188088417;5.209351063;27.13733864;1901.550537;0.125264496;0.056720845;0.12740773;7.680383128;0.930032467;23.14724203;160.2021451;Liberia;0;Africa;0.263217885;0;0.035999998;0.111000001;0.256999999;0.159999996;0;177.75;9;0;72.01;9.48;16.37;0;0.589075804;0.149251416;Sub-Saharan Africa;0.125264496;0;0;0.874735534;0.125264496;0.223018676;0;58.98828506;0.864960372;535.7947998;25664.72656;7.143005848;177.7796936;1230.413818;21.52768707;148.9931946;3708.237793;-2.361249257;5.575498055
117;LBY;22.7;NA;NA;0.979855299;0.207221719;1;1;3.945717096;2.102433681;8.77968502;77.08287048;1939.48999;0.979855299;0.025080008;0.590819597;9.282762956;0.707666319;19.80627458;10.97399176;Libya;0;Africa;0.403313871;0;0.008;0.001;0.004;0.961000025;0.001;50.47999954;4;3;NA;NA;NA;-7;0.124869913;0.798511088;Africa;0.019945065;0;0;0.999992251;0.016377073;0.00463473;0.287169248;86.16968536;0.500791609;392.2885132;120.4284973;6.569098473;183.8569489;101.8689651;14.01623344;7.765924454;217.3538971;1.2090847;1.461885813
118;LCA;45.4;32.1;11;0;0.829846583;1;1;4;7;8.387889862;70.35669708;1950;0;0.025;0.100000001;4.821624924;0.89267946;26.35104179;96.39250183;St. Lucia;0;North America;2.146726936;NA;0.742999971;0.160999998;0.056000002;0.005;0.009;56.25;0;0;7.06;5.1;73.97;NA;0.631516516;0;North America;0;0;0;1;0;1;0;23.24806786;0.796876609;694.3773804;9291.514648;4.304165363;127.0548401;464.7684937;23.52303314;86.04760742;2540.042725;0.817289542;0.667962196
119;LIE;NA;NA;4;1;0.806185567;0;1;4;7;NA;NA;1950;1;0.025;0.300000012;4.91015625;0.96054115;9.189962387;73.05132294;Liechtenstein;0;Europe;5.32841419;NA;0.741999984;0.077;0.108999997;0.027000001;0;NA;0;0;NA;NA;NA;NA;0.001744598;0.952287912;Europe;1;0;0;0;0;1;NA;24.1096344;0.92263931;84.45540619;5336.495605;4.716407299;45.12415314;358.6934204;8.827337265;70.16880035;671.3389282;NA;NA
120;LKA;36.5;26.1;5;0.9895612;0.531068433;1;0.9895612;3.952764511;6.947805882;6.737716675;45.3968277;1932.236694;0.9895612;0.027870664;0.271134317;10.59613288;0.91707779;26.76866985;124.473495;Sri Lanka;0;Asia;0.65009486;0;0.067000002;0.008;0.018999999;0.090000004;0.109999999;77.19999695;26;0;19.9;16.83;52.82;5;0.639340162;0.000359364;Asia;0.9895612;0;0.010438777;0.9895612;0.72961092;0.27038908;0;112.2780304;0.841031671;716.5617065;15493.65137;9.717477798;283.6443787;1318.937744;24.5489521;114.1518784;3331.98999;-0.832883645;0.693695166
121;LSO;68.9;18.4;4;0.977861524;0.901916079;1;1;4;5.966790199;6.167969704;38.04384995;1859.225098;0;0.100000001;0.302213848;32.12352006;0.856530652;14.65568414;66.69412559;Lesotho;0;Africa;6.202061835;0;0.375;0.177000001;0.358999997;0.001;0.001;137.9700012;0;0;11.68;12.18;59.87;4;0.541777372;0.849384487;Sub-Saharan Africa;0.966790378;0.966790378;0;1;0;0.022138489;0;1031.920532;0.733644783;214.7890778;4448.106445;27.51478004;470.7921753;2142.450195;12.55304241;57.12556458;977.4480591;-1.402630616;1.967372646
122;LTU;54.8;38.7;18;1;0.963859755;0;1;4.003013134;7;8.090355873;65.45385742;1929.988159;1;0.025;0.399581671;5.12576539;0.959748186;6.360401339;68.46372426;Lithuania;1;Europe;0.175015671;100;0.833999991;0.01;0.008;0.002;0;81.05000305;0;1;6.28;19.34;63.94;10;0.022313699;0.950496793;Europe;1;0.001736664;0;0.995953918;0.002770794;0.997229218;0;26.27346992;0.92111659;40.45470428;4687.281738;4.919444084;32.6019249;350.9289856;6.104383469;65.70793152;435.4567566;0.519755553;0.270145835
123;LUX;41.2;NA;17;1;0.847781905;0;1;4.336250305;7;10.74241257;115.3994293;1950;1;0.025;0.300000012;6.793575322;0.891604044;9.309647892;73.45076888;Luxembourg;0;Europe;0.881267857;99.19999695;0.90200001;0.017000001;0.015;0.01;0;96.97000122;0;0;0.68;11.3;80.97;NA;0.039503556;0.958671689;Europe;1;0;0;0;0.336250246;0.663749754;0;46.15266418;0.794957757;86.66954041;5395.015625;6.057179451;63.24579239;498.9933167;8.300519943;65.48900604;683.8007813;3.171812247;10.06039293
124;LVA;48.7;46.3;17;1;0.965422604;0;1;4.00067234;7;8.102375984;65.64849854;1931.198242;1;0.025;0.376140565;5.575002042;0.96013875;6.917960913;66.39997748;Latvia;1;Europe;0.154470384;100;0.189999998;0.217999995;0.046999998;0.004;0;64.73000336;0;3;4.6;13.73;71.83;8;0.052913792;0.951903701;Europe;1;0.000555821;0;0.999327481;0.0004897;0.999510348;0;31.08064842;0.921866417;47.85818481;4408.957031;5.352775574;38.56764603;370.1800232;6.642202377;63.7531929;459.3524475;0.531775664;0.282785357
125;MAC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Macau SAR;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
126;MAR;27.5;13.1;1;1;0.651061899;1;1;3.944219112;5.887372017;7.065634727;49.92319489;1923.22522;1;0.047161594;0.324385196;24.44644891;0.690234661;16.97718903;23.36135111;Morocco;0;Africa;2.412564563;8;0.001;0;0.005;0.98299998;0;51.22999954;2;7;14.94;17.46;55.95;-6;0.378281176;0.965024769;Africa;0.99995327;0;0;1;0.810444593;0.189555407;0;597.6288452;0.476423889;288.2249451;545.7527466;16.87378693;415.0319824;571.1020508;11.71824455;16.12481499;396.6100769;-0.504965593;0.25499025
127;MCO;NA;NA;22;1;0.817619584;0.088021032;1;5;7;NA;NA;1866.380005;1;0.025;0.291197896;11.75894397;0.732465743;9.966224534;73.8324059;Monaco;0;Europe;6.612056848;NA;0.893000007;0.029999999;0.006;0.004;0;NA;0;0;NA;NA;NA;NA;0.168897018;0.967396736;Europe;1;0;0;0;1;0;NA;138.2727661;0.536506057;99.32563019;5451.224121;8.613023758;117.192276;868.1911011;7.299918175;54.0797081;735.8303223;NA;NA
128;MDA;55.5;53.1;9;1;0.672294976;0.974314562;1;4.855369091;7;5.739163876;32.93800354;1143.910522;1;0.025;0.228751659;25.45698134;0.503027434;13.98044064;65.61752774;Moldova;1;Europe;0.799294446;99.09999847;0.017000001;0.017999999;0.208000004;0.055;0;96.94000244;2;0;29.03;16.26;49.25;7;0.467066407;0.97396493;Europe;1;0.001772067;0;0.149859414;0.850140572;0.149859414;0;648.0579224;0.253036588;195.452713;4305.660156;12.80556011;355.8998108;1670.424194;7.03254509;33.00741577;917.3619385;-1.831436444;3.35415945
129;MDG;84;50;8;0;0.62903905;1;1;3.4603827;6.471577644;5.47825861;30.01131821;1913.638184;0;0.025;0.275151461;19.58262795;0.943590097;21.78169657;96.42100156;Madagascar;0;Africa;1.169385973;0.600000024;0.203999996;0.245000005;0.046;0.02;0.001;49.54000092;0;0;29.21;12.24;56.56;7;0.665187418;0.325234205;Sub-Saharan Africa;0.794840872;0;0;1;0.510890722;0.381354868;0;383.4793091;0.890362263;474.4422913;9297.009766;18.47797394;426.5428467;1888.176636;20.55299377;90.98190308;2100.212891;-2.09234171;4.377893832
130;MDV;37.5;NA;NA;1;0.354449472;1;1;4;7;7.673837662;58.88778305;1950;1;0.025;0.300000012;11.29497355;0.940902022;26.66973686;140.9692993;Maldives;0;Asia;0.011550526;NA;0;0.001;0;0.991999984;0.001;79.70999908;0;0;NA;NA;NA;NA;0.628284276;0;Asia;1;0;0;1;1;0;0;127.5764236;0.885296643;711.2748413;19872.34375;10.62746334;301.2339783;1592.244507;25.09360886;132.6383057;3759.614014;0.103237342;0.010657949
131;MEX;38.8;25.7;18;0.066933103;0.50362833;0.981165378;0.34190309;2.002657175;6.714568615;8.68861866;75.49209595;1712.822388;0.019857021;0.113896646;0.094002277;23.28445493;0.618407315;20.56880756;95.45086132;Mexico;0;North America;1.732390395;30.00000191;0.899999976;0.02;0.041999999;0.003;0;59.47999954;41;8;4.17;20.31;67.81;8;0.503085017;0.355435103;North America;0.445140839;0.109149739;0.078468852;0.808732331;0.519282758;0.469318181;0.034525335;542.1658325;0.382427603;423.0758362;9110.867188;14.39927769;478.9334717;2222.52124;12.71990108;59.0275116;1963.310425;1.11801834;1.249965009
132;MHL;NA;NA;NA;0;NA;NA;1;2;5;7.650681973;58.5329361;1900;0;0.025;0.025;NA;NA;NA;NA;Marshall Islands;0;Oceania;0.013825833;NA;0.059;0.757000029;0.119999997;0;0;59.34999847;0;0;NA;NA;NA;NA;NA;NA;Oceania;0;NA;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.080081653;0.006413071
133;MKD;40.8;36.4;8;1;0.707389503;0.088733471;1;3.951680422;7.078932762;7.487146378;56.0573616;1904.817017;1;0.025;0.270438045;22.64852064;0.872232884;10.70012639;51.79737169;Macedonia, FYR;1;Europe;2.664513731;96.31000519;0.035;0.004;0.006;0.282999992;0;95.26000214;0;0;12.04;20.74;54.25;6;0.461817235;0.979987979;Europe;1;0;0;0.963340878;0.037555534;0.962444425;0;512.9555054;0.760790229;114.4927063;2682.967773;19.75478363;242.342041;1173.133789;9.33300209;45.17937088;554.2384033;-0.083453942;0.006964561
134;MLI;35.9;58.3;12;0.000271428;0.415770521;1;0.99625802;2.510699034;6.871262074;5.337501526;28.48892212;1910.714355;0.000271428;0.036795683;0.353635639;10.42909693;0.615513164;26.17612488;118.8074125;Mali;0;Africa;0.147199286;0;0.02;0.007;0.002;0.819000006;0;55.77000046;0;0;41.57;3.81;37.86;6;0.642254949;0.04141413;Sub-Saharan Africa;0.329833269;0.000678051;0;0.991801381;0.096749566;0.542739093;0;108.7660599;0.37885645;685.1895142;14115.20117;6.419246674;272.9933472;1239.054077;16.11174965;73.12752533;3109.917725;-2.233098794;4.986730224
135;MLT;29.8;NA;9;1;0.914421553;1;1;5;7;9.203482628;84.70409393;1930;1;0.025;0.200000003;20.01396161;0.745596869;17.52499962;48.96886063;Malta;0;Europe;1.527308769;99.5;0.944999993;0.006;0.030999999;0.005;0;150.7100067;0;0;NA;NA;NA;NA;0.415833294;0.945931494;Europe;1;NA;0;1;0;1;0;400.5586548;0.5559147;307.1256104;2397.949219;14.92234707;350.7446594;980.0609131;13.06658459;36.51102829;858.1792603;1.632882308;2.666304631
136;MMR;67.2;NA;NA;0.813776612;0.204218397;0.999952559;1;3.356906414;6.99050951;NA;NA;1941.714233;0.774901688;0.045840696;0.172384977;18.99125928;0.589151456;24.5919681;150.9716626;Myanmar;1;Asia;1.987709592;0;0.013;0.056000002;0.014;0.024;0.02;NA;28;0;57.24;7.16;33.07;-7;0.580443084;0.072074309;Asia;0.840047956;0.00030778;0.123910256;0.160248131;0.924079955;0.075802594;NA;360.6679382;0.347099423;604.7648926;22792.44336;11.18872833;467.0324402;2867.14209;14.48839378;88.94517517;3712.69043;NA;NA
137;MNE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Montenegro;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
138;MNG;66.8;52;8;0.831086278;0.24916365;0;1;3.982327461;2.022574186;5.972624302;35.67224121;1934.90979;0.831086278;0.100686505;0.78386277;17.34030086;0.721757991;-0.798416447;16.24028411;Mongolia;1;Asia;1.057188536;1;0;0.008;0.004;0.048;0;105.6699982;0;2;32.68;4.61;47.01;10;0.338842034;0.755345047;Asia;0.002057336;0.17262347;0;0.999422133;0.000577859;0.999422133;0;300.6860352;0.520934582;0.637468815;263.7468262;12.51550102;-13.84478188;281.6114197;-0.576263428;11.72155476;-12.96650982;-1.597976018;2.553527354
139;MNP;NA;NA;NA;0;NA;NA;1;1.518761873;6.518761635;NA;NA;1940.47168;0;0.025;0.115783326;NA;NA;NA;NA;Northern Mariana Islands;0;Oceania;1.700032648;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Oceania;0;0;0.481238127;0;0.518761873;0.481238127;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
140;MOZ;86;24.4;NA;0.00336;0.939442656;1;0.970460296;1.862265229;6.28728199;5.351483822;28.63837814;1908.044067;6.46E-06;0.099368677;0.150577798;12.17071004;0.948586533;23.84950152;86.11135917;Mozambique;1;Africa;0.61237463;0;0.158000007;0.094999999;0.131999999;0.104999997;0.002;35.81999969;14;0;24.01;12.24;51.47;6;0.697658479;0.186807528;Sub-Saharan Africa;0;0.362159759;0.209716767;0.332060754;0;0.699441969;0;148.1261902;0.899816394;568.7987061;7415.166016;11.54497147;290.2653809;1048.036377;22.62331581;81.6840744;2053.712891;-2.219116498;4.924478032
141;MRT;55.6;17.3;4;0.847959816;0.075916949;1;1;3.805526018;2.505792856;6.013310432;36.15990067;1946.381226;0.847959816;0.091037981;0.660722196;5.72504582;0.596972023;25.65327831;15.75664362;Mauritania;0;Africa;0.114909457;0;0.002;0;0.001;0.990999997;0;74.80999756;0;0;27.65;8.99;42.61;-6;0.699569046;0.173791841;Sub-Saharan Africa;2.45E-05;0;0;1;0.050589867;0.949405193;0;32.77614975;0.356375605;658.0906982;248.2718201;3.417692184;146.8661957;90.20750427;15.31428909;9.406275749;404.2095642;-1.557289888;2.425151794
142;MSR;NA;NA;NA;0;0.829846583;1;1;4;7;NA;NA;1950;0;0.025;0.100000001;4.821624924;0.89267946;26.35104179;96.39250183;;NA;North America;3.394683878;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.631516516;0;North America;0;0;0;1;0;1;NA;23.24806786;0.796876609;694.3773804;9291.514648;4.304165363;127.0548401;464.7684937;23.52303314;86.04760742;2540.042725;NA;NA
143;MTQ;NA;NA;NA;0;0.829846583;1;1;4;7;NA;NA;1950;0;0.025;0.100000001;4.821624924;0.89267946;26.35104179;96.39250183;;NA;North America;1.206106903;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.631516516;0;North America;0;0;0;1;0;1;NA;23.24806786;0.796876609;694.3773804;9291.514648;4.304165363;127.0548401;464.7684937;23.52303314;86.04760742;2540.042725;NA;NA
144;MUS;40.6;16.9;8;0;0.456647399;1;1;3;7;8.233671188;67.79334259;1951;0;0.025;0.300000012;23.45945946;0.938291139;20.396492;122.435524;Mauritius;0;Africa;0.949031754;16;0.240999997;0.075000003;0.011;0.169;0.439999998;79.65000153;0;0;6.97;23.48;62.06;10;0.437974691;0.386305392;Sub-Saharan Africa;1;0;0;1;0;1;0;550.3462524;0.880390286;416.0168762;14990.45801;22.01180267;478.4906921;2872.27124;19.1378479;114.8801651;2497.255127;0.663070868;0.439662976
145;MWI;75.8;23.9;8;0;0.941685966;1;0.876756787;1.899209142;5.528716564;5.020224571;25.20265388;1910.955566;0;0.104839586;0.103379548;12.21176841;0.922732719;22.68794331;115.6844794;Malawi;0;Africa;1.027220021;0;0.246999994;0.216999993;0.30399999;0.148000002;0.002;52.25;0;0;39.54;12.88;42.54;6;0.729459226;0.36483717;Sub-Saharan Africa;0.021754175;0;0.723345518;0.071617842;0.015744356;0.290330231;0;149.1272888;0.851435661;514.7427979;13382.89844;11.26819801;277.059906;1412.712036;20.93490791;106.7458572;2624.642822;-2.550375749;6.50441646
146;MYS;44.3;13.1;NA;0.64556849;0.003425832;1;0.800932407;2.34992528;6.165764809;8.27573967;68.48786926;1943.998413;0.599338353;0.04899402;0.1584934;17.14389217;0.660471332;25.27306885;237.9541781;Malaysia;0;Asia;1.008728607;0;0.033;0.039000001;0.011;0.476999998;0.072999999;192.1199951;0;0;0.86;30.86;50.82;3;0.538836598;0.016794398;Asia;0.647849977;0.201483548;0.048653487;0.670641899;0.135435343;0.864564657;0.034580957;293.9130249;0.436222374;638.7280273;56622.19141;11.32304955;433.2787781;4079.460693;16.69213676;157.161911;6013.83252;0.70513935;0.497221503
147;MYT;NA;NA;NA;0;0.954285714;1;1;4;6.5;NA;NA;1915;0;0.025;0.349999994;7.386243386;0.972560976;25.37083244;96.0763855;Mayotte;0;Africa;2.673370969;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.655525386;0.004805403;Sub-Saharan Africa;0;0;0;1;0;0.5;NA;54.55659103;0.94587487;643.6791382;9230.671875;7.183572292;187.3951416;709.6435547;24.67468071;93.44013977;2437.537842;NA;NA
148;NAM;48.5;33.4;22;0.100645304;0.556438807;1;0.915724277;2.72393012;4.079966545;7.496585369;56.1987915;1900.394653;0.100645304;0.142740205;0.349219233;8.689393093;0.950356578;21.4046614;78.43619639;Namibia;1;Africa;0.913392855;10.85000038;0.177000001;0.493000001;0.252000004;0;0;73.43000031;4;0;11.82;12.83;60.22;6;0.79649663;0.058094922;Sub-Saharan Africa;0.07512214;0.9128986;0;0.956264615;0.082022242;0.213260099;0;75.5055542;0.903177619;458.1595154;6152.236816;8.258022308;185.993515;681.5629272;20.34206009;74.5423584;1678.900269;-0.074014951;0.005478213
